Sample in Buffer,Sample in Window,TRIGGER,tdc_decoder_top_inst/inst_event_builder_triggerless/trigger_fifo_empty,tdc_decoder_top_inst/inst_event_builder_triggerless/trigger_fifo_data[28:0],tdc_decoder_top_inst/inst_event_builder_triggerless/trigger_fifo_read,tdc_decoder_top_inst/inst_event_builder_triggerless/tdc_fifo_empty,tdc_decoder_top_inst/inst_event_builder_triggerless/tdc_fifo_data[39:0],tdc_decoder_top_inst/inst_event_builder_triggerless/matching_busy,tdc_decoder_top_inst/inst_event_builder_triggerless/tdc_fifo_read,tdc_decoder_top_inst/inst_event_builder_triggerless/readout_fifo_full,tdc_decoder_top_inst/inst_event_builder_triggerless/event_data[39:0],tdc_decoder_top_inst/inst_event_builder_triggerless/event_data_ready,tdc_decoder_top_inst/inst_event_builder_triggerless/building_busy,tdc_decoder_top_inst/inst_event_builder_triggerless/hit_count[9:0],tdc_decoder_top_inst/inst_event_builder_triggerless/state[5:0],tdc_decoder_top_inst/inst_event_builder_triggerless/nextstate[5:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
552,552,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
553,553,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
554,554,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
555,555,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
556,556,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
557,557,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
558,558,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
559,559,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
560,560,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
561,561,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
562,562,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
563,563,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
564,564,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
565,565,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
566,566,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
567,567,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
568,568,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
569,569,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
570,570,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
571,571,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
572,572,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
573,573,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
574,574,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
575,575,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
576,576,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
577,577,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
578,578,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
579,579,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
580,580,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
581,581,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
582,582,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
583,583,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
584,584,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
585,585,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
586,586,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
587,587,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
588,588,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
589,589,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
590,590,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
591,591,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
592,592,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
593,593,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
594,594,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
595,595,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
596,596,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
597,597,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
598,598,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
599,599,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
600,600,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
601,601,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
602,602,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
603,603,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
604,604,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
605,605,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
606,606,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
607,607,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
608,608,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
609,609,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
610,610,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
611,611,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
612,612,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
613,613,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
614,614,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
615,615,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
616,616,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
617,617,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
618,618,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
619,619,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
620,620,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
621,621,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
622,622,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
623,623,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
624,624,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
625,625,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
626,626,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
627,627,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
628,628,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
629,629,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
630,630,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
631,631,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
632,632,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
633,633,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
634,634,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
635,635,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
636,636,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
637,637,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
638,638,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
639,639,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
640,640,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
641,641,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
642,642,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
643,643,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
644,644,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
645,645,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
646,646,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
647,647,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
648,648,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
649,649,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
650,650,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
651,651,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
652,652,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
653,653,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
654,654,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
655,655,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
656,656,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
657,657,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
658,658,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
659,659,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
660,660,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
661,661,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
662,662,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
663,663,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
664,664,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
665,665,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
666,666,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
667,667,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
668,668,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
669,669,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
670,670,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
671,671,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
672,672,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
673,673,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
674,674,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
675,675,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
676,676,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
677,677,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
678,678,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
679,679,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
680,680,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
681,681,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
682,682,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
683,683,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
684,684,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
685,685,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
686,686,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
687,687,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
688,688,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
689,689,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
690,690,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
691,691,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
692,692,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
693,693,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
694,694,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
695,695,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
696,696,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
697,697,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
698,698,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
699,699,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
700,700,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
701,701,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
702,702,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
703,703,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
704,704,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
705,705,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
706,706,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
707,707,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
708,708,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
709,709,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
710,710,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
711,711,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
712,712,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
713,713,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
714,714,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
715,715,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
716,716,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
717,717,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
718,718,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
719,719,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
720,720,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
721,721,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
722,722,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
723,723,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
724,724,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
725,725,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
726,726,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
727,727,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
728,728,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
729,729,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
730,730,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
731,731,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
732,732,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
733,733,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
734,734,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
735,735,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
736,736,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
737,737,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
738,738,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
739,739,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
740,740,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
741,741,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
742,742,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
743,743,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
744,744,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
745,745,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
746,746,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
747,747,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
748,748,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
749,749,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
750,750,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
751,751,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
752,752,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
753,753,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
754,754,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
755,755,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
756,756,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
757,757,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
758,758,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
759,759,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
760,760,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
761,761,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
762,762,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
763,763,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
764,764,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
765,765,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
766,766,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
767,767,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
768,768,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
769,769,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
770,770,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
771,771,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
772,772,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
773,773,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
774,774,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
775,775,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
776,776,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
777,777,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
778,778,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
779,779,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
780,780,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
781,781,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
782,782,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
783,783,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
784,784,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
785,785,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
786,786,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
787,787,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
788,788,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
789,789,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
790,790,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
791,791,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
792,792,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
793,793,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
794,794,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
795,795,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
796,796,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
797,797,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
798,798,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
799,799,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
800,800,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
801,801,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
802,802,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
803,803,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
804,804,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
805,805,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
806,806,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
807,807,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
808,808,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
809,809,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
810,810,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
811,811,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
812,812,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
813,813,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
814,814,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
815,815,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
816,816,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
817,817,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
818,818,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
819,819,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
820,820,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
821,821,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
822,822,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
823,823,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
824,824,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
825,825,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
826,826,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
827,827,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
828,828,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
829,829,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
830,830,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
831,831,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
832,832,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
833,833,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
834,834,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
835,835,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
836,836,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
837,837,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
838,838,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
839,839,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
840,840,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
841,841,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
842,842,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
843,843,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
844,844,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
845,845,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
846,846,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
847,847,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
848,848,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
