Sample in Buffer,Sample in Window,TRIGGER,num_active_ports_1[4:0],sa_done_1,lock_OBUF_1,active_chains_1[17:0],JTAG_busy,tdi_tdo_equal_1,chain_success_1[5:0],elink_ttc_org,tdo_IBUF[17:0],tdi_OBUF[17:0],tck_OBUF[17:0],tms_OBUF[17:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
670,670,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
671,671,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
672,672,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
673,673,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
674,674,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
675,675,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
676,676,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
677,677,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
678,678,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
679,679,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
680,680,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
681,681,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
682,682,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
683,683,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
684,684,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
685,685,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
686,686,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
687,687,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
688,688,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
689,689,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
690,690,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
691,691,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
692,692,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
693,693,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
694,694,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
695,695,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
696,696,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
697,697,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
698,698,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
699,699,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
700,700,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
701,701,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
702,702,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
703,703,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
704,704,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
705,705,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
706,706,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
707,707,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
708,708,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
709,709,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
710,710,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
711,711,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
712,712,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
713,713,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
714,714,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
715,715,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
716,716,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
717,717,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
718,718,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
719,719,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
720,720,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
721,721,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
722,722,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
723,723,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
724,724,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
725,725,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
726,726,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
727,727,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
728,728,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
729,729,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
730,730,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
731,731,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
732,732,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
733,733,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
734,734,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
735,735,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
736,736,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
737,737,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
738,738,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
739,739,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
740,740,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
741,741,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
742,742,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
743,743,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
744,744,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
745,745,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
746,746,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
747,747,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
748,748,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
749,749,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
750,750,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
751,751,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
752,752,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
753,753,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
754,754,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
755,755,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
756,756,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
757,757,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
758,758,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
759,759,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
760,760,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
761,761,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
762,762,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
763,763,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
764,764,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
765,765,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
766,766,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
767,767,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
768,768,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
769,769,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
770,770,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
771,771,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
772,772,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
773,773,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
774,774,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
775,775,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
776,776,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
777,777,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
778,778,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
779,779,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
780,780,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
781,781,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
782,782,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
783,783,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
784,784,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
785,785,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
786,786,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
787,787,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
788,788,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
789,789,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
790,790,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
791,791,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
792,792,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
793,793,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
794,794,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
795,795,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
796,796,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
797,797,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
798,798,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
799,799,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
800,800,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
801,801,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
802,802,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
803,803,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
804,804,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
805,805,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
806,806,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
807,807,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
808,808,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
809,809,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
810,810,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
811,811,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
812,812,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
813,813,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
814,814,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
815,815,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
816,816,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
817,817,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
818,818,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
819,819,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
820,820,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
821,821,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
822,822,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
823,823,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
824,824,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
825,825,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
826,826,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
827,827,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
828,828,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
829,829,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
830,830,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
831,831,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
832,832,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
833,833,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
834,834,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
835,835,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
836,836,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
837,837,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
838,838,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
839,839,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
840,840,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
841,841,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
842,842,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
843,843,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
844,844,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
845,845,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
846,846,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
847,847,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
848,848,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
849,849,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
850,850,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
851,851,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
852,852,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
853,853,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
854,854,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
855,855,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
856,856,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
857,857,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
858,858,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
859,859,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
860,860,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
861,861,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
862,862,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
863,863,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
864,864,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
865,865,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
866,866,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
867,867,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
868,868,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
869,869,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
870,870,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
871,871,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
872,872,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
873,873,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
874,874,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
875,875,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
876,876,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
877,877,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
878,878,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
879,879,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
880,880,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
881,881,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
882,882,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
883,883,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
884,884,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
885,885,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
886,886,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
887,887,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
888,888,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
889,889,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
890,890,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
891,891,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
892,892,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
893,893,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
894,894,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
895,895,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
896,896,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
897,897,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
898,898,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
899,899,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
900,900,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
901,901,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
902,902,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
903,903,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
904,904,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
905,905,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
906,906,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
907,907,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
908,908,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
909,909,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
910,910,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
911,911,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
912,912,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
913,913,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
914,914,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
915,915,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
916,916,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
917,917,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
918,918,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
919,919,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
920,920,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
921,921,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
922,922,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
923,923,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
924,924,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
925,925,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
926,926,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
927,927,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
928,928,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
929,929,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
930,930,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
931,931,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
932,932,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
933,933,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
934,934,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
935,935,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
936,936,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
937,937,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
938,938,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
939,939,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
940,940,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
941,941,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
942,942,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
943,943,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
944,944,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
945,945,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
946,946,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
947,947,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
948,948,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
949,949,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
950,950,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
951,951,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
952,952,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
953,953,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
954,954,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
955,955,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
956,956,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
957,957,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
958,958,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
959,959,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
960,960,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
961,961,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
962,962,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
963,963,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
964,964,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
965,965,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
966,966,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
967,967,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
968,968,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
969,969,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
970,970,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
971,971,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
972,972,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
973,973,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
974,974,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
975,975,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
976,976,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
977,977,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
978,978,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
979,979,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
980,980,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
981,981,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
982,982,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
983,983,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
984,984,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
985,985,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
986,986,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
987,987,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
988,988,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
989,989,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
990,990,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
991,991,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
992,992,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
993,993,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
994,994,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
995,995,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
996,996,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
997,997,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
998,998,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
999,999,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
1000,1000,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
1001,1001,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
1002,1002,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
1003,1003,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
1004,1004,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
1005,1005,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
1006,1006,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
1007,1007,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
1008,1008,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
1009,1009,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
1010,1010,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
1011,1011,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
1012,1012,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
