Sample in Buffer,Sample in Window,TRIGGER,tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_phase_select/tdc_dline_1[7:0],tdc_decoder_top_inst/tdcv2_decoder_wrapper_master/tdcv2_decoder[1].inst_tdcv2_decoder/inst_phase_select/tdc_dline_0[7:0]
252,252,0,07,9b
253,253,0,c1,26
254,254,0,f0,c9
255,255,0,7c,b2
256,256,0,1f,6c
257,257,0,07,9b
258,258,0,c1,26
259,259,0,f0,c9
260,260,0,7c,b2
261,261,0,1f,6c
262,262,0,07,9b
263,263,0,c1,26
264,264,0,f0,c9
265,265,0,7c,b2
266,266,0,1f,6c
267,267,0,07,9b
268,268,0,c1,26
269,269,0,f0,c9
270,270,0,7c,b2
271,271,0,1f,6c
272,272,0,07,9b
273,273,0,c1,26
274,274,0,f0,c9
275,275,0,7c,b2
276,276,0,1f,6c
277,277,0,07,9b
278,278,0,c1,26
279,279,0,f0,c9
280,280,0,7c,b2
281,281,0,1f,6c
282,282,0,07,9b
283,283,0,c1,26
284,284,0,f0,c9
285,285,0,7c,b2
286,286,0,1f,6c
287,287,0,07,9b
288,288,0,c1,26
289,289,0,f0,c9
290,290,0,7c,b2
291,291,0,1f,6c
292,292,0,07,9b
293,293,0,c1,26
294,294,0,f0,c9
295,295,0,7c,b2
296,296,0,1f,6c
297,297,0,07,9b
298,298,0,c1,26
299,299,0,f0,c9
300,300,0,7c,b2
301,301,0,1f,6c
302,302,0,07,9b
303,303,0,c1,26
304,304,0,f0,c9
305,305,0,7c,b2
306,306,0,1f,6c
307,307,0,07,9b
308,308,0,c1,26
309,309,0,f0,c9
310,310,0,7c,b2
311,311,0,1f,6c
312,312,0,07,9b
313,313,0,c1,26
314,314,0,f0,c9
315,315,0,7c,b2
316,316,0,1f,6c
317,317,0,07,9b
318,318,0,c1,26
319,319,0,f0,c9
320,320,0,7c,b2
321,321,0,1f,6c
322,322,0,07,9b
323,323,0,c1,26
324,324,0,f0,c9
325,325,0,7c,b2
326,326,0,1f,6c
327,327,0,07,9b
328,328,0,c1,26
329,329,0,f0,c9
330,330,0,7c,b2
331,331,0,1f,6c
332,332,0,07,9b
333,333,0,c1,26
334,334,0,f0,c9
335,335,0,7c,b2
336,336,0,1f,6c
337,337,0,07,9b
338,338,0,c1,26
339,339,0,f0,c9
340,340,0,7c,b2
341,341,0,1f,6c
342,342,0,07,9b
343,343,0,c1,26
344,344,0,f0,c9
345,345,0,7c,b2
346,346,0,1f,6c
347,347,0,07,9b
348,348,0,c1,26
349,349,0,f0,c9
350,350,0,7c,b2
351,351,0,1f,6c
352,352,0,07,9b
353,353,0,c1,26
354,354,0,f0,c9
355,355,0,7c,b2
356,356,0,1f,6c
357,357,0,07,9b
358,358,0,c1,26
359,359,0,f0,c9
360,360,0,7c,b2
361,361,0,1f,6c
362,362,0,07,9b
363,363,0,c1,26
364,364,0,f0,c9
365,365,0,7c,b2
366,366,0,1f,6c
367,367,0,07,9b
368,368,0,c1,26
369,369,0,f0,c9
370,370,0,7c,b2
371,371,0,1f,6c
372,372,0,07,9b
373,373,0,c1,26
374,374,0,f0,c9
375,375,0,7c,b2
376,376,0,1f,6c
377,377,0,07,9b
378,378,0,c1,26
379,379,0,f0,c9
380,380,0,7c,b2
381,381,0,1f,6c
382,382,0,07,9b
383,383,0,c1,26
384,384,0,f0,c9
385,385,0,7c,b2
386,386,0,1f,6c
387,387,0,07,9b
388,388,0,c1,26
389,389,0,f0,c9
390,390,0,7c,b2
391,391,0,1f,6c
392,392,0,07,9b
393,393,0,c1,26
394,394,0,f0,c9
395,395,0,7c,b2
396,396,0,1f,6c
397,397,0,07,9b
398,398,0,c1,26
399,399,0,f0,c9
400,400,0,7c,b2
401,401,0,1f,6c
402,402,0,07,9b
403,403,0,c1,26
404,404,0,f0,c9
405,405,0,7c,b2
406,406,0,1f,6c
407,407,0,07,9b
408,408,0,c1,26
409,409,0,f0,c9
410,410,0,7c,b2
411,411,0,1f,6c
412,412,0,07,9b
413,413,0,c1,26
414,414,0,f0,c9
415,415,0,7c,b2
416,416,0,1f,6c
417,417,0,07,9b
418,418,0,c1,26
419,419,0,f0,c9
420,420,0,7c,b2
421,421,0,1f,6c
422,422,0,07,9b
423,423,0,c1,26
424,424,0,f0,c9
425,425,0,7c,b2
426,426,0,1f,6c
427,427,0,07,9b
428,428,0,c1,26
429,429,0,f0,c9
430,430,0,7c,b2
431,431,0,1f,6c
432,432,0,07,9b
433,433,0,c1,26
434,434,0,f0,c9
435,435,0,7c,b2
436,436,0,1f,6c
437,437,0,07,9b
438,438,0,c1,26
439,439,0,f0,c9
440,440,0,7c,b2
441,441,0,1f,6c
442,442,0,07,9b
443,443,0,c1,26
444,444,0,f0,c9
445,445,0,7c,b2
446,446,0,1f,6c
447,447,0,07,9b
448,448,0,c1,26
449,449,0,f0,c9
450,450,0,7c,b2
451,451,0,1f,6c
452,452,0,07,9b
453,453,0,c1,26
454,454,0,f0,c9
455,455,0,7c,b2
456,456,0,1f,6c
457,457,0,07,9b
458,458,0,c1,26
459,459,0,f0,c9
460,460,0,7c,b2
461,461,0,1f,6c
462,462,0,07,9b
463,463,0,c1,26
464,464,0,f0,c9
465,465,0,7c,b2
466,466,0,1f,6c
467,467,0,07,9b
468,468,0,c1,26
469,469,0,f0,c9
470,470,0,7c,b2
471,471,0,1f,6c
472,472,0,07,9b
473,473,0,c1,26
474,474,0,f0,c9
475,475,0,7c,b2
476,476,0,1f,6c
477,477,0,07,9b
478,478,0,c1,26
479,479,0,f0,c9
480,480,0,7c,b2
481,481,0,1f,6c
482,482,0,07,9b
483,483,0,c1,26
484,484,0,f0,c9
485,485,0,7c,b2
486,486,0,1f,6c
487,487,0,07,9b
488,488,0,c1,26
489,489,0,f0,c9
490,490,0,7c,b2
491,491,0,1f,6c
492,492,0,07,9b
493,493,0,c1,26
494,494,0,f0,c9
495,495,0,7c,b2
496,496,0,1f,6c
497,497,0,07,9b
498,498,0,c1,26
499,499,0,f0,c9
500,500,0,7c,b2
501,501,0,1f,6c
502,502,0,07,9b
503,503,0,c1,26
504,504,0,f0,c9
505,505,0,7c,b2
506,506,0,1f,6c
507,507,0,07,9b
508,508,0,c1,26
509,509,0,f0,c9
510,510,0,7c,b2
511,511,0,1f,6c
512,512,1,07,9b
513,513,0,c1,26
514,514,0,f0,c9
515,515,0,7c,b2
516,516,0,1f,6c
517,517,0,07,9b
518,518,0,c1,26
519,519,0,f0,c9
520,520,0,7c,b2
521,521,0,1f,6c
522,522,0,07,9b
523,523,0,c1,26
524,524,0,f0,c9
525,525,0,7c,b2
526,526,0,1f,6c
527,527,0,07,9b
528,528,0,c1,26
529,529,0,f0,c9
530,530,0,7c,b2
531,531,0,1f,6c
532,532,0,07,9b
533,533,0,c1,26
534,534,0,f0,c9
535,535,0,7c,b2
536,536,0,1f,6c
537,537,0,07,9b
538,538,0,c1,26
539,539,0,f0,c9
540,540,0,7c,b2
541,541,0,1f,6c
542,542,0,07,9b
543,543,0,c1,26
544,544,0,f0,c9
545,545,0,7c,b2
546,546,0,1f,6c
547,547,0,07,9b
548,548,0,c1,26
549,549,0,f0,c9
550,550,0,7c,b2
551,551,0,1f,6c
552,552,0,07,9b
553,553,0,c1,26
554,554,0,f0,c9
555,555,0,7c,b2
556,556,0,1f,6c
557,557,0,07,9b
558,558,0,c1,26
559,559,0,f0,c9
560,560,0,7c,b2
561,561,0,1f,6c
562,562,0,07,9b
563,563,0,c1,26
564,564,0,f0,c9
565,565,0,7c,b2
566,566,0,1f,6c
567,567,0,07,9b
568,568,0,c1,26
569,569,0,f0,c9
570,570,0,7c,b2
571,571,0,1f,6c
572,572,0,07,9b
573,573,0,c1,26
574,574,0,f0,c9
575,575,0,7c,b2
576,576,0,1f,6c
577,577,0,07,9b
578,578,0,c1,26
579,579,0,f0,c9
580,580,0,7c,b2
581,581,0,1f,6c
582,582,0,07,9b
583,583,0,c1,26
584,584,0,f0,c9
585,585,0,7c,b2
586,586,0,1f,6c
587,587,0,07,9b
588,588,0,c1,26
589,589,0,f0,c9
590,590,0,7c,b2
591,591,0,1f,6c
592,592,0,07,9b
593,593,0,c1,26
594,594,0,f0,c9
595,595,0,7c,b2
596,596,0,1f,6c
597,597,0,07,9b
598,598,0,c1,26
599,599,0,f0,c9
600,600,0,7c,b2
601,601,0,1f,6c
602,602,0,07,9b
603,603,0,c1,26
604,604,0,f0,c9
605,605,0,7c,b2
606,606,0,1f,6c
607,607,0,07,9b
608,608,0,c1,26
609,609,0,f0,c9
610,610,0,7c,b2
611,611,0,1f,6c
612,612,0,07,9b
613,613,0,c1,26
614,614,0,f0,c9
615,615,0,7c,b2
616,616,0,1f,6c
617,617,0,07,9b
618,618,0,c1,26
619,619,0,f0,c9
620,620,0,7c,b2
621,621,0,1f,6c
622,622,0,07,9b
623,623,0,c1,26
624,624,0,f0,c9
625,625,0,7c,b2
626,626,0,1f,6c
627,627,0,07,9b
628,628,0,c1,26
629,629,0,f0,c9
630,630,0,7c,b2
631,631,0,1f,6c
632,632,0,07,9b
633,633,0,c1,26
634,634,0,f0,c9
635,635,0,7c,b2
636,636,0,1f,6c
637,637,0,07,9b
638,638,0,c1,26
639,639,0,f0,c9
640,640,0,7c,b2
641,641,0,1f,6c
642,642,0,07,9b
643,643,0,c1,26
644,644,0,f0,c9
645,645,0,7c,b2
646,646,0,1f,6c
647,647,0,07,9b
648,648,0,c1,26
649,649,0,f0,c9
650,650,0,7c,b2
651,651,0,1f,6c
652,652,0,07,9b
653,653,0,c1,26
654,654,0,f0,c9
655,655,0,7c,b2
656,656,0,1f,6c
657,657,0,07,9b
658,658,0,c1,26
659,659,0,f0,c9
660,660,0,7c,b2
661,661,0,1f,6c
662,662,0,07,9b
663,663,0,c1,26
664,664,0,f0,c9
665,665,0,7c,b2
666,666,0,1f,6c
667,667,0,07,9b
668,668,0,c1,26
669,669,0,f0,c9
670,670,0,7c,b2
671,671,0,1f,6c
672,672,0,07,9b
673,673,0,c1,26
674,674,0,f0,c9
675,675,0,7c,b2
676,676,0,1f,6c
677,677,0,07,9b
678,678,0,c1,26
679,679,0,f0,c9
680,680,0,7c,b2
681,681,0,1f,6c
682,682,0,07,9b
683,683,0,c1,26
684,684,0,f0,c9
685,685,0,7c,b2
686,686,0,1f,6c
687,687,0,07,9b
688,688,0,c1,26
689,689,0,f0,c9
690,690,0,7c,b2
691,691,0,1f,6c
692,692,0,07,9b
693,693,0,c1,26
694,694,0,f0,c9
695,695,0,7c,b2
696,696,0,1f,6c
697,697,0,07,9b
698,698,0,c1,26
699,699,0,f0,c9
700,700,0,7c,b2
701,701,0,1f,6c
702,702,0,07,9b
703,703,0,c1,26
704,704,0,f0,c9
705,705,0,7c,b2
706,706,0,1f,6c
707,707,0,07,9b
708,708,0,c1,26
709,709,0,f0,c9
710,710,0,7c,b2
711,711,0,1f,6c
712,712,0,07,9b
713,713,0,c1,26
714,714,0,f0,c9
715,715,0,7c,b2
716,716,0,1f,6c
717,717,0,07,9b
718,718,0,c1,26
719,719,0,f0,c9
720,720,0,7c,b2
721,721,0,1f,6c
722,722,0,07,9b
723,723,0,c1,26
724,724,0,f0,c9
725,725,0,7c,b2
726,726,0,1f,6c
727,727,0,07,9b
728,728,0,c1,26
729,729,0,f0,c9
730,730,0,7c,b2
731,731,0,1f,6c
732,732,0,07,9b
733,733,0,c1,26
734,734,0,f0,c9
735,735,0,7c,b2
736,736,0,1f,6c
737,737,0,07,9b
738,738,0,c1,26
739,739,0,f0,c9
740,740,0,7c,b2
741,741,0,1f,6c
742,742,0,07,9b
743,743,0,c1,26
744,744,0,f0,c9
745,745,0,7c,b2
746,746,0,1f,6c
747,747,0,07,9b
748,748,0,c1,26
749,749,0,f0,c9
750,750,0,7c,b2
751,751,0,1f,6c
752,752,0,07,9b
753,753,0,c1,26
754,754,0,f0,c9
755,755,0,7c,b2
756,756,0,1f,6c
757,757,0,07,9b
758,758,0,c1,26
759,759,0,f0,c9
760,760,0,7c,b2
761,761,0,1f,6c
762,762,0,07,9b
763,763,0,c1,26
764,764,0,f0,c9
765,765,0,7c,b2
766,766,0,1f,6c
767,767,0,07,9b
768,768,0,c1,26
769,769,0,f0,c9
770,770,0,7c,b2
771,771,0,1f,6c
772,772,0,07,9b
773,773,0,c1,26
774,774,0,f0,c9
775,775,0,7c,b2
776,776,0,1f,6c
777,777,0,07,9b
778,778,0,c1,26
779,779,0,f0,c9
780,780,0,7c,b2
781,781,0,1f,6c
782,782,0,07,9b
783,783,0,c1,26
784,784,0,f0,c9
785,785,0,7c,b2
786,786,0,1f,6c
787,787,0,07,9b
788,788,0,c1,26
789,789,0,f0,c9
790,790,0,7c,b2
791,791,0,1f,6c
792,792,0,07,9b
793,793,0,c1,26
794,794,0,f0,c9
795,795,0,7c,b2
796,796,0,1f,6c
797,797,0,07,9b
798,798,0,c1,26
799,799,0,f0,c9
800,800,0,7c,b2
801,801,0,1f,6c
802,802,0,07,9b
803,803,0,c1,26
804,804,0,f0,c9
805,805,0,7c,b2
806,806,0,1f,6c
807,807,0,07,9b
808,808,0,c1,26
809,809,0,f0,c9
810,810,0,7c,b2
811,811,0,1f,6c
812,812,0,07,9b
813,813,0,c1,26
814,814,0,f0,c9
815,815,0,7c,b2
816,816,0,1f,6c
817,817,0,07,9b
818,818,0,c1,26
819,819,0,f0,c9
820,820,0,7c,b2
821,821,0,1f,6c
822,822,0,07,9b
823,823,0,c1,26
824,824,0,f0,c9
825,825,0,7c,b2
826,826,0,1f,6c
827,827,0,07,9b
828,828,0,c1,26
829,829,0,f0,c9
830,830,0,7c,b2
831,831,0,1f,6c
832,832,0,07,9b
833,833,0,c1,26
834,834,0,f0,c9
835,835,0,7c,b2
836,836,0,1f,6c
837,837,0,07,9b
838,838,0,c1,26
839,839,0,f0,c9
840,840,0,7c,b2
841,841,0,1f,6c
842,842,0,07,9b
843,843,0,c1,26
844,844,0,f0,c9
845,845,0,7c,b2
846,846,0,1f,6c
847,847,0,07,9b
848,848,0,c1,26
849,849,0,f0,c9
850,850,0,7c,b2
851,851,0,1f,6c
852,852,0,07,9b
853,853,0,c1,26
854,854,0,f0,c9
855,855,0,7c,b2
856,856,0,1f,6c
857,857,0,07,9b
858,858,0,c1,26
859,859,0,f0,c9
860,860,0,7c,b2
861,861,0,1f,6c
862,862,0,07,9b
863,863,0,c1,26
864,864,0,f0,c9
865,865,0,7c,b2
866,866,0,1f,6c
867,867,0,07,9b
868,868,0,c1,26
869,869,0,f0,c9
870,870,0,7c,b2
871,871,0,1f,6c
872,872,0,07,9b
873,873,0,c1,26
874,874,0,f0,c9
875,875,0,7c,b2
876,876,0,1f,6c
877,877,0,07,9b
878,878,0,c1,26
879,879,0,f0,c9
880,880,0,7c,b2
881,881,0,1f,6c
882,882,0,07,9b
883,883,0,c1,26
884,884,0,f0,c9
885,885,0,7c,b2
886,886,0,1f,6c
887,887,0,07,9b
888,888,0,c1,26
889,889,0,f0,c9
890,890,0,7c,b2
891,891,0,1f,6c
892,892,0,07,9b
893,893,0,c1,26
894,894,0,f0,c9
895,895,0,7c,b2
896,896,0,1f,6c
897,897,0,07,9b
898,898,0,c1,26
899,899,0,f0,c9
900,900,0,7c,b2
901,901,0,1f,6c
902,902,0,07,9b
903,903,0,c1,26
904,904,0,f0,c9
905,905,0,7c,b2
906,906,0,1f,6c
907,907,0,07,9b
908,908,0,c1,26
909,909,0,f0,c9
910,910,0,7c,b2
911,911,0,1f,6c
912,912,0,07,9b
913,913,0,c1,26
914,914,0,f0,c9
915,915,0,7c,b2
916,916,0,1f,6c
917,917,0,07,9b
918,918,0,c1,26
919,919,0,f0,c9
920,920,0,7c,b2
921,921,0,1f,6c
922,922,0,07,9b
923,923,0,c1,26
924,924,0,f0,c9
925,925,0,7c,b2
926,926,0,1f,6c
927,927,0,07,9b
928,928,0,c1,26
929,929,0,f0,c9
930,930,0,7c,b2
931,931,0,1f,6c
932,932,0,07,9b
933,933,0,c1,26
934,934,0,f0,c9
935,935,0,7c,b2
936,936,0,1f,6c
937,937,0,07,9b
938,938,0,c1,26
939,939,0,f0,c9
940,940,0,7c,b2
941,941,0,1f,6c
942,942,0,07,9b
943,943,0,c1,26
944,944,0,f0,c9
945,945,0,7c,b2
946,946,0,1f,6c
947,947,0,07,9b
948,948,0,c1,26
949,949,0,f0,c9
950,950,0,7c,b2
951,951,0,1f,6c
952,952,0,07,9b
953,953,0,c1,26
954,954,0,f0,c9
955,955,0,7c,b2
956,956,0,1f,6c
957,957,0,07,9b
958,958,0,c1,26
959,959,0,f0,c9
960,960,0,7c,b2
961,961,0,1f,6c
962,962,0,07,9b
963,963,0,c1,26
964,964,0,f0,c9
965,965,0,7c,b2
966,966,0,1f,6c
967,967,0,07,9b
968,968,0,c1,26
969,969,0,f0,c9
970,970,0,7c,b2
971,971,0,1f,6c
972,972,0,07,9b
973,973,0,c1,26
974,974,0,f0,c9
975,975,0,7c,b2
976,976,0,1f,6c
977,977,0,07,9b
978,978,0,c1,26
979,979,0,f0,c9
980,980,0,7c,b2
981,981,0,1f,6c
982,982,0,07,9b
983,983,0,c1,26
984,984,0,f0,c9
985,985,0,7c,b2
986,986,0,1f,6c
987,987,0,07,9b
988,988,0,c1,26
989,989,0,f0,c9
990,990,0,7c,b2
991,991,0,1f,6c
992,992,0,07,9b
993,993,0,c1,26
994,994,0,f0,c9
995,995,0,7c,b2
996,996,0,1f,6c
997,997,0,07,9b
998,998,0,c1,26
999,999,0,f0,c9
1000,1000,0,7c,b2
1001,1001,0,1f,6c
1002,1002,0,07,9b
1003,1003,0,c1,26
1004,1004,0,f0,c9
1005,1005,0,7c,b2
1006,1006,0,1f,6c
1007,1007,0,07,9b
1008,1008,0,c1,26
1009,1009,0,f0,c9
1010,1010,0,7c,b2
1011,1011,0,1f,6c
1012,1012,0,07,9b
1013,1013,0,c1,26
1014,1014,0,f0,c9
1015,1015,0,7c,b2
1016,1016,0,1f,6c
1017,1017,0,07,9b
1018,1018,0,c1,26
1019,1019,0,f0,c9
1020,1020,0,7c,b2
1021,1021,0,1f,6c
1022,1022,0,07,9b
1023,1023,0,c1,26
